user_name,user_zloa_score,user_damage
망찌랭이,1916.38,23.3
한큰숟가락,2296.54,2.66
맛있는쪽파,1998.89,26.34
됴지망치,2221.65,30.7
금쇠메,1817.13,23.54
머경이의망치망치,2169.17,28.26
제로니모스,1978.93,7.16
방오개,1683.25,17.72
표태주,2208.48,26.97
돈가스고기다지기장인,1880.28,2.67
녹전강,2200.09,29.3
루미나테,1910.0,26.69
Distindi,1836.01,3.38
디붕클레인,1829.43,18.85
상쯰,1831.82,24.87
Wooohyo,1853.28,22.92
주니어적뽕,2250.55,11.0
고바람,2338.34,3.13
잔망스러운망치,1880.19,25.39
눈떠보니망치앞,1810.82,23.73
AllenJo,2005.35,26.32
망치질하는민이,2074.71,26.13
쿠크세이튼의뿅망치,1835.26,22.53
망치는청년,1890.23,26.48
디붕이로시작하는아크라시,2103.9,28.97
디부엉이,1848.14,22.39
메탈디붕이몬,2018.76,25.69
메뉴추천,2115.48,28.28
문하운드,1963.84,25.18
돈가스머신,1886.1,24.43
압축담금분쇄머신,1900.31,25.65
깡다구집뒤,2130.61,28.4
밤디붕,1987.05,26.3
말이없는남자2,1975.56,26.67
파페티튜,2216.11,28.73
세맥,1900.74,26.17
뚱규리,1929.46,24.78
임파랑이,1882.73,23.51
기세가좋은아이,2109.36,28.4
물내리고응가하기,1921.44,26.24
눈주름,2051.37,24.88
다부서버려,2102.45,28.25
석탄공주삉삉,2299.11,32.36
버프는무식,1863.03,22.49
호에엥당근,2038.7,2.98
민모리대머리,1619.59,22.6
슈아R,2099.42,23.28
강한몸땡이,2073.42,25.85
찰트로이어,1791.88,21.71
황덕돌,2007.88,27.86
다리걸기하수,2085.86,26.14
supercharge,2054.56,23.18
무지성망치몬,1856.62,22.39
박가의웃음,1692.2,19.11
덴주,1850.57,25.25
마니아야,1971.74,1.83
오로쥐디트,1904.91,22.4
멜밥,2054.89,24.29
디뚱디뚱모코코,1961.55,21.69
트닝뚝배기,2067.41,27.69
디붕디붕디붕디붕디붕디붕,1910.82,23.7
몽디투,1863.39,26.67
읭식이,1983.28,27.82
음성고추매콤망치,2048.71,27.62
디트디트디저트,1866.1,22.57
슈나우져,1976.28,26.06
빡딜못함,1830.49,23.57
칸의자손,2000.74,24.55
할파스의대검,1939.56,26.06
제노니스,1690.11,20.16
도비의건축망치,2096.63,26.64
망치려고왔습니다,2196.74,27.71
게임초초고수,2181.3,30.42
망치맛타코야키,1761.55,22.57
얼뭉치,2028.65,27.17
썃임,1927.94,25.39
허광무,1943.6,11.29
뒤지봉,1813.52,21.82
서랍속만년필,1859.78,24.4
뿅망치든곰돌이,1879.72,22.76
지옥훈련,1814.73,21.28
2자시가,1872.75,25.67
앙용띠,1982.08,24.82
블랙디붕잉,1831.07,23.35
회오링감자,1887.81,25.76
바리바리썸바리,1808.92,23.8
혼돈파괴붕괴,1859.27,24.82
매운철판민트초코돈까스,1812.13,24.78
원거리딜러오함마,1936.07,23.9
돈까스장인스미스씨,1955.07,26.54
풍선망치든디트,2048.9,27.59
스파르탄레이너,1889.82,26.26
교동개살구구준모,1975.98,25.21
고추참치,2159.64,23.85
피로한우루사,1885.58,23.64
오함마aa,1849.91,20.95
카리김,1802.33,22.29
튼실한연장,1812.4,25.21
mushroom중독자,1859.27,23.25
짐승보이,1852.28,24.16
훈스트로이어,1884.38,26.66
하늘빛돈까스,1622.27,11.85
토르의오함마2,1902.4,26.88
일년째차징중,1970.52,27.09
콤남보,1860.49,23.62
super망치,2167.51,26.61
망치로부셔주마,1914.04,21.81
SONSTAR,1761.97,20.29
여냐라네,1595.75,21.52
아나라가다,2345.92,31.61
하모아요,1913.52,20.16
여린봄이,1926.23,22.64
퍼스퍼스퍼스퍼스퍼스퍼스,1737.86,3.16
주현봇,2205.07,31.24
너구리맛이좋아,1769.6,24.67
지노파커,2261.08,28.73
뿡빵망치맨,1921.16,15.57
함마준준,2024.92,25.89
돈까스앙냥냥,2214.57,27.49
나승엽,1980.9,24.94
불행한대장군,1897.74,26.17
주차표지판,1870.06,17.07
서비스시간,1876.3,22.89
신중동불방망이,1751.78,20.87
돌탱수,2061.57,26.51
효자동뜨거운효자,1991.65,3.74
파괴망치,1792.18,25.04
와턱101,2058.46,3.08
공대망치는놈,1751.54,21.92
옌쵸,1913.01,20.72
GOM형,1880.86,26.4
살귀,1974.28,27.05
뿅맹구,1948.48,11.85
토르쿠쿠다스,1793.92,22.99
빠다모코낫,2128.1,2.35
마늘빻아버리기,2170.21,26.26
돌잡이에망치잡음,1785.09,24.67
겁많은망치,1851.61,12.71
불법약물,1820.68,23.72
깜짝망치,1688.97,2.02
호동이,1893.57,23.01
김옥지남친빵빵이,2122.58,4.83
디너쇼,1883.26,25.77
방방너울,2072.46,23.22
고앗철,2024.55,23.3
디붕방생,1943.97,24.62
이하,2019.75,3.71
안양깡충,1996.85,6.88
오함마로한대,2024.29,28.19
빵빠빤,1960.32,27.36
말뤼,1923.0,20.28
난헤드만노려,1925.6,26.88
새까맘,1975.52,27.45
민써트로이어,1961.09,23.33
푱무,2013.12,27.67
발그레드,1867.74,22.24
성북동힙스터,1807.37,22.29
마의세계,1946.86,3.18
너사탕들렸어,1844.54,25.93
킹왕짱정혁,1960.21,23.05
거침없이달려,1865.57,11.82
마오함마,1853.81,24.42
유달산대장장,1754.04,21.23
푸히힝푸히힝,1708.54,19.99
로아는솔플게임,1912.48,26.77
타이탄의천둥충돌,1923.98,25.44
이스피에,1773.46,22.22
빅근육몬,1971.46,25.89
설게지는저녁,1836.33,24.44
바칼입니다만,1888.08,26.35
짜오재,1898.75,25.72
둔기퐁퐁,1833.27,25.25
농심,1814.52,22.17
허풍,2131.29,23.91
디악귀,1949.52,25.09
존시나형디트,1958.94,22.77
로열가든,1726.69,20.02
추디뿡,2224.82,5.36
콘소메맛스윗트콘,1802.12,25.39
봄디트,2081.35,4.0
리령주,2044.12,25.87
대호두,1942.18,26.47
시선이망치에,1819.49,25.01
짬존쎄,1897.63,20.99
Rivet,2089.16,27.24
강한남자김경원,2114.45,26.48
금손망치,1829.74,19.07
두정골파괴,1803.34,24.05
후두룩탕,1803.34,6.83
한승혁,1803.34,28.37
해머그릭,1786.83,25.45
두리안해머,1951.22,23.91
깜장색망치,1998.88,21.17
더스트로이어,1938.29,26.51
오함마좀가져와,1774.72,23.76
가리왕산곤돌라,2089.9,24.7
플라태니,1685.94,18.19
뚝배기초이,1959.87,25.58
황금빛디붕,2000.43,20.4
디붕디붕이,1843.39,25.99
MeatMartillo,2015.32,27.55
호박숲디팬스,2015.32,23.16
EDQWR,2015.32,20.84
Kor쿵쿵,2015.32,14.78
몰랑넌몰랑,2015.32,27.34
변현잔,2015.32,25.3
토종꿀망치,1825.74,19.29
망나뇽은드래곤,1490.97,23.39
디꼬목,1386.2,2.65
유크리우드,1783.9,24.85
기분좋은머머리,1885.72,23.19
깜찍한연수,2234.71,18.89
반더스,1911.52,22.49
카츄샤로,1961.6,26.72
소시디붕,2096.33,17.37
태양을향해가자,1945.33,27.06
에스더비둘기,1759.71,23.55
랄부까기인형,1760.02,23.07
Dokx,1794.37,20.37
효자동불타는효자,1890.29,3.03
젤존,2089.55,26.68
기관차,2339.24,28.96
훈이는오늘도망치질중,2008.54,27.78
망치전하,2155.34,24.7
호탈슬러그,1636.72,23.49
디얏호우,1787.53,25.38
맥돈알드,2078.65,28.3
광무제청월,1900.5,22.79
푸릇푸릇디붕,1858.14,25.5
회수망치,2164.88,24.03
데트로이,1871.98,24.74
Derei,1862.12,24.14
젠장또망치캐릭이야,1832.19,18.57
디붕밤밤,1918.09,21.18
디그닥트리오,1877.14,24.26
강무성,2019.79,23.58
숲속의벌목꾼,1755.9,22.39
디붕디붕이유,2108.2,7.33
헤드샷,2156.29,24.53
무거워같이들어줘,1804.7,24.13
005935,1921.04,27.15
디부앵진,1912.42,24.1
두개의디트,2009.25,22.2
podo디스트로이어,1842.91,21.58
냠냠꽁,2023.37,25.45
붕빡,1829.1,23.08
YeOn5,1708.28,20.01
먕수,1848.32,24.64
우간다둠해머,1817.08,24.91
kongho,2060.74,1.94
자비스07호,2026.91,3.65
해머엽,1763.21,22.0
JingJingEE,1942.16,5.05
8라인하르트8,1942.16,21.23
섹기분출,1942.16,24.02
BUZZLGHTYEAR,1942.16,22.74
우리집디붕,1942.16,21.18
망치는꽝꽝,1942.16,25.27
품격있는슈샤이어,1767.35,8.88
몽키디해머,1770.11,2.03
zi존윤수호,1997.52,25.56
DESSANTA,1679.99,20.46
풀파워,1851.77,25.62
열무김치갓,1731.92,5.8
치즈돈까송,2012.25,25.99
사람빻기,1894.97,26.28
세계최강디스트로이어짱맨,1859.32,2.68
있꼬,1988.2,1.75
토르콩콩,1710.02,23.14
고기방패디붕,1710.02,25.09
디뚱디트,1710.02,25.3
Mr구라,1710.02,25.34
한남,1710.02,24.57
피포매드4,1710.02,19.51
SlashARK,1881.02,4.03
모코코뼈해장국,2017.79,24.55
우람율,1883.07,2.73
detel,1861.38,25.56
잇힝이히이,1903.47,25.83
청룡디트신,1758.48,24.72
숯나무,1715.33,21.24
콜까스,1787.85,22.93
뚝딱근편,1949.36,24.71
맛있어지는주문망치망치쿵,1859.99,23.48
Plutonium,2034.23,2.69
연신내매콤망치,1592.46,20.6
건드리면잣되는거,1873.8,21.14
발칙한며느리,1837.34,18.84
아그야오함마들고와라,2036.7,24.21
달려라홍두깨,1685.15,19.92
스위트바닐라,2204.29,28.85
FannerXD,1989.27,27.92
묵트,2195.02,29.12
머머리오른,1876.79,2.34
한방에모든걸담아서스윙,1964.71,26.07
램머,1887.94,24.73
잘피해라,1906.2,22.44
핑크핑쿠삥쿠곤듀,2070.45,25.91
산올빼미,2101.93,24.95
퇴마물리학,1985.81,26.67
집에갈게1,1937.17,26.06
늅늅디트,2026.4,27.13
결과로보답하지,1833.33,19.97
철들지않던짱구망치를들다,1401.89,20.08
드래곤다지러다닙니다,1803.92,23.55
째량,1803.92,26.18
채히봉,1803.92,25.36
갈마동망치맨,1803.92,28.81
뒤붕잉,1803.92,27.42
OP3hammer,1803.92,27.06
92서승우,1826.48,21.73
빅딕스트로이어,1889.03,2.87
인듀어,1812.5,22.52
붕이,2075.39,26.1
망치똘멩이,1900.56,25.29
댕댕멍멍,1682.48,23.63
분노의망치,1828.47,20.14
해머돔,1858.51,21.39
아무무찡,2132.28,28.72
판다함마,1911.81,22.97
미스타산,1915.06,2.48
디붕이아니라고요,2025.22,25.61
지브라가능합니다,1791.73,22.51
머리를내앞에놔둬,1942.91,23.78
차디붕이,1798.3,2.62
수머뿌,2036.91,28.19
윰취션,1891.49,26.83
골빠개는망치,1880.82,24.67
망용이,1640.35,19.94
그형의몽둥이,1784.92,24.77
악마의가락지,2026.49,27.18
석이의핵빠따,2095.75,28.87
지로이어,1648.56,21.26
일도이부삼백,1605.51,20.11
하기모취,1835.28,24.43
Narcer,1918.62,26.03
록타르오7r르,2027.96,27.98
바제,2007.45,2.53
디스트로이어괴물,1790.29,20.92
망치심슨,1608.08,20.07
백드롭,1892.22,22.28
디트가걸으면디뚱디뚱,1843.2,25.34
빠빵남,1927.21,25.4
돌북이2,1970.03,4.99
우람한사람,1917.97,22.39
오리가본체,2016.63,2.41
김김계,1926.39,24.25
은맛사탕,1949.18,24.35
잉투건,1752.25,2.86
애무회장,1801.77,25.05
로스가스,1913.74,25.29
마초베어,1905.18,25.97
명장망치,1952.48,26.45
망치로대가리깸,1798.63,25.2
로동,1827.39,22.94
갬디트,1713.72,20.2
디붕아물어,1945.27,20.14
도토리까는뿅망치,1744.74,23.26
쌍쌍바혼자두개먹음,1862.27,22.95
스매쉬,1836.71,3.25
딴딴한뭉둥이,1856.89,25.61
매콤큐,1848.3,24.56
느리지만강한한방,1736.91,21.94
숭숭복이,1791.2,24.1
무따깔,1969.68,26.62
꽥꽥국밥,1878.65,2.52
페이지,2098.99,24.21
밥죤투,1670.36,24.04
chicken1992,1801.02,20.56
먕치씬나,1720.38,22.82
카페인에찌든삶,1845.34,24.18
박시,1683.27,22.04
믿음소망사랑,2111.88,29.65
나완전말짱해,2062.06,13.07
나완전문제없어,2148.0,12.57
나완전하자없어,1890.81,13.38
디트인형,1741.05,23.08
대성공,2013.2,24.64
붐새,1798.59,21.51
ll진천떠돌이ll,1950.73,21.44
뙈찌,2096.81,27.29
헤드지박령,1797.09,24.24
괴추,1358.59,16.51
망치게이,2268.53,26.38
작업바지,1899.95,26.11
전세콩,2079.28,27.63
수학B형,1991.56,26.33
영혼오함마,1834.67,22.64
맞때,1421.82,2.55
모코코맛돼지,1953.63,25.71
blackboard,1780.81,1.92
역시해머가최고지,1842.78,24.01
묵직할것,1880.79,26.25
동문동파괴전차,2049.71,23.35
제이는망치가무거워,1865.11,25.64
아뇨준,1981.5,4.49
노디트도넛,1897.58,2.13
방어도르,1920.12,21.52
제발이거만맞고가,1914.22,21.82
톤쇼,1839.39,24.22
너와함께라면디붕이좋아,1748.6,24.56
과금망치,2010.66,24.33
후쿠부쿠루,1708.89,20.72
군중제어셔틀,1893.78,6.22
홍시맷,1916.34,25.64
분노한토란,1685.86,22.69
빛의전사유링게숭,1909.66,11.21
분망볼베,2066.56,25.97
인간적인너무나인간적인것,1862.11,25.6
오로라리루레로는앩옹,1728.8,22.83
울면즐라탄이온다,1837.77,21.02
돈가스튀길사람구함,2024.52,24.57
함정에빠진바야바,1840.04,24.61
묵직한꿀망치,2301.98,28.14
증거디붕,1525.0,18.73
하지621,1904.9,21.24
irizine리진,1816.05,2.55
황태새우깡,1860.57,26.03
너의디붕이가되줄게,1990.64,24.79
찌수영,1879.98,26.5
마나아리아,1912.53,1.73
파괴맛,1657.44,19.98
m오함마m,1774.3,20.69
후까팬다,1685.17,20.95
아홉발컷,2018.31,23.76
리중력,2008.15,13.13
망치의기초,1932.65,24.84
에스더분망,1779.21,20.65
햄쿤,1904.45,26.37
Destroyer단무지,1824.89,26.5
낭만빼면모코코,1851.56,20.16
l흑형,1892.52,23.18
아이디는껌이름,1891.89,3.76
낭만을꿈꾸는실장님,1740.31,23.6
죠끼,1848.57,24.38
강헌승,1883.89,22.83
살치모카,1657.6,22.36
큰붕,2152.67,24.37
나름디트공략자,1681.3,22.72
광건,2044.89,28.03
환수르,1766.99,22.49
계란순두부,2150.28,26.19
무력화공주,2034.6,28.34
디붕이는긔욤긔욤,1893.49,23.42
두더지잡기월드랭킹1위,1732.26,23.39
망치메붕붕,1855.85,22.57
몽실몽실코코,1890.52,24.42
걍가지오,1912.35,27.19
GoldenDoodle,2075.82,3.05
르페리얼,1987.41,15.06
미소팡이,1754.17,23.8
중수볼베,2003.56,25.66
MADHVADT,1886.38,25.21
플래랜I,1742.18,22.49
뚝빼기방망치,1733.85,23.67
님들봤죠이건진짜억까에요,2011.36,0.0
국당자,1845.79,24.5
압도적인사나이박준영,1833.38,5.34
디트서우,1830.11,24.48
물탱망치2,2030.53,3.21
호랭아비,1846.06,25.18
크림빵디붕,1591.65,19.2
이세계초마45,1745.28,22.31
원조돈까스,1864.49,25.92
오동나무망치,1929.59,26.47
디붕디붕도비,1958.06,25.44
뿌휘,1852.59,25.22
뭐시중한디붕,1829.34,22.87
부자망치,1873.87,26.01
땡그리망치,1591.84,21.21
무법자탱,1723.96,23.11
화가좀많은친구,1732.25,23.77
뉴트럴라이저,1940.24,23.38
통수쳤냐,1935.69,20.79
망치앞에선누구나평등,1743.06,19.18
망치는운명,1666.59,2.28
쿠쿠첼레,1576.47,19.38
귀엽고깜찍한디붕이,1844.26,2.87
해피까밍,1748.86,1.78
제비쿵,1674.45,17.84
종칵,1820.45,24.68
매력의시,1769.66,22.94
베리감동,1716.79,24.12
옼돌,2044.97,24.98
수학책을익히면수학익힘책,1843.25,23.73
빵디퓨저,1528.72,7.61
디붕이배럭2호점,1737.31,19.67
레레숑숑,1629.75,20.8
swipez,1845.06,24.22
현스트로이어,1662.18,19.83
망치대왕갱준,1765.66,23.55
디스트로이어나잇,1550.11,9.78
연상바드누나꼬실래요,1801.1,21.37
모아강휘두르기,1780.35,22.6
레나스발큐리아,1813.94,23.4
망치덩키,1972.24,7.12
제주도대게,1764.59,23.25
루키로,1866.73,21.57
츠이붕,1848.73,23.68
근춘C,1787.73,20.86
디다람다,1807.57,2.72
디붕Or,1869.88,3.63
GGAZER,2018.47,5.15
책붓,2095.01,25.24
굶엉,1233.71,19.54
대혐오의시대에서살아남기,1726.06,24.21
덱쳐,1559.02,17.96
누디브런탱,1768.56,20.6
강정마을홍보대사,2074.77,4.06
졍개,1770.6,21.18
뚱땅뚱땅디붕이,1472.08,21.7
딟엷,2053.74,24.38
분노의마신,1716.91,21.74
뎅망치,1861.04,24.54
해머캐릭,1706.33,23.32
통통뿅망취,1785.48,22.98
GoodEve,1704.44,24.27
Menkib,1410.65,16.52
무정력,1374.53,11.8
깝치면뿅망치,1870.37,14.22
큐쪼,1897.29,22.12
근로빠따맨,1893.79,26.05
