user_name,user_damage
여냐라네,21.52
디붕라쓰,20.55
아나라가다,31.61
하모아요,20.16
핵뿅망치디트,25.65
여린봄이,22.64
퍼스퍼스퍼스퍼스퍼스퍼스,3.16
주현봇,31.24
너구리맛이좋아,24.67
지노파커,28.73
뿡빵망치맨,15.57
함마준준,25.89
돈까스앙냥냥,27.49
나승엽,24.94
불행한대장군,26.17
주차표지판,17.07
서비스시간,22.89
신중동불방망이,20.87
돌탱수,26.51
효자동뜨거운효자,3.74
파괴망치,25.04
와턱101,3.08
공대망치는놈,21.92
옌쵸,20.72
GOM형,26.4
살귀,27.05
뿅맹구,11.85
토르쿠쿠다스,22.99
빠다모코낫,2.35
마늘빻아버리기,26.26
돌잡이에망치잡음,24.67
겁많은망치,12.71
불법약물,23.72
깜짝망치,2.02
호동이,23.01
김옥지남친빵빵이,4.83
디너쇼,25.77
방방너울,23.22
고앗철,23.3
디붕방생,24.62
이하,3.71
안양깡충,6.88
토만,27.44
오함마로한대,28.19
빵빠빤,27.36
말뤼,20.28
난헤드만노려,26.88
새까맘,27.45
민써트로이어,23.33
푱무,27.67
발그레드,22.24
성북동힙스터,22.29
마의세계,3.18
너사탕들렸어,25.93
킹왕짱정혁,23.05
거침없이달려,11.82
마오함마,24.42
유달산대장장,21.23
푸히힝푸히힝,19.99
로아는솔플게임,26.77
타이탄의천둥충돌,25.44
이스피에,22.22
빅근육몬,25.89
설게지는저녁,24.44
바칼입니다만,26.35
짜오재,25.72
둔기퐁퐁,25.25
농심,22.17
허풍,23.91
디악귀,25.09
존시나형디트,22.77
로열가든,20.02
추디뿡,5.36
콘소메맛스윗트콘,25.39
봄디트,4.0
리령주,25.87
해머그릭,25.45
두리안해머,23.91
warisstarted,26.89
오함마좀가져와,23.76
가리왕산곤돌라,24.7
플라태니,18.19
한승혁,28.37
뚝배기초이,25.58
MeatMartillo,27.55
호박숲디팬스,23.16
EDQWR,20.84
Kor쿵쿵,14.78
몰랑넌몰랑,27.34
변현잔,25.3
토종꿀망치,19.29
망나뇽은드래곤,23.39
로이조의비밀노트,1.66
디꼬목,2.65
FM매니아,31.05
유크리우드,24.85
기분좋은머머리,23.19
깜찍한연수,18.89
반더스,22.49
껤쉜꿠,23.46
카츄샤로,26.72
소시디붕,17.37
태양을향해가자,27.06
에스더비둘기,23.55
두정골파괴,24.05
랄부까기인형,23.07
Dokx,20.37
짬존쎄,20.99
효자동불타는효자,3.03
젤존,26.68
기관차,28.96
훈이는오늘도망치질중,27.78
망치전하,24.7
안양토르,3.07
호탈슬러그,23.49
디얏호우,25.38
동백동망치맨,20.46
맥돈알드,28.3
광무제청월,22.79
용인양지,27.39
푸릇푸릇디붕,25.5
회수망치,24.03
데트로이,24.74
Derei,24.14
최고로HIGH한기분인걸,23.03
홍금추,24.22
젠장또망치캐릭이야,18.57
디붕밤밤,21.18
황금빛디붕,20.4
디그닥트리오,24.26
강무성,23.58
숲속의벌목꾼,22.39
디붕디붕이유,7.33
데프트딸내미,24.09
헤드샷,24.53
무거워같이들어줘,24.13
005935,27.15
디부앵진,24.1
두개의디트,22.2
podo디스트로이어,21.58
냠냠꽁,25.45
더스트로이어,26.51
붕빡,23.08
YeOn5,20.01
먕수,24.64
우간다둠해머,24.91
kongho,1.94
자비스07호,3.65
해머엽,22.0
JingJingEE,5.05
Rivet,27.24
8라인하르트8,21.23
섹기분출,24.02
BUZZLGHTYEAR,22.74
토르콩콩,23.14
후두룩탕,6.83
디붕이사망원인퍼스못참지,21.64
사람빻기,26.28
고기방패디붕,25.09
클라1호,25.41
피포매드4,19.51
SlashARK,4.03
Mr구라,25.34
모코코뼈해장국,24.55
detel,25.56
잇힝이히이,25.83
naldonaldo,14.02
초코스무디가먹고싶은디트,4.56
맛있어지는주문망치망치쿵,23.48
Plutonium,2.69
연신내매콤망치,20.6
건드리면잣되는거,21.14
발칙한며느리,18.84
아그야오함마들고와라,24.21
달려라홍두깨,19.92
스위트바닐라,28.85
정콩퐈님,26.9
FannerXD,27.92
묵트,29.12
머머리오른,2.34
한방에모든걸담아서스윙,26.07
램머,24.73
잘피해라,22.44
핑크핑쿠삥쿠곤듀,25.91
산올빼미,24.95
퇴마물리학,26.67
집에갈게1,26.06
늅늅디트,27.13
결과로보답하지,19.97
철들지않던짱구망치를들다,20.08
드래곤다지러다닙니다,23.55
째량,26.18
채히봉,25.36
갈마동망치맨,28.81
신조인간캐산,26.27
뒤붕잉,27.42
기가김치브레이크,2.38
슈샤이어마법망치,4.33
OP3hammer,27.06
92서승우,21.73
빅딕스트로이어,2.87
인듀어,22.52
붕이,26.1
망치똘멩이,25.29
댕댕멍멍,23.63
분노의망치,20.14
해머돔,21.39
아무무찡,28.72
강한남자김경원,26.48
판다함마,22.97
미스타산,2.48
디붕이아니라고요,25.61
대학원생은이게맞아,26.6
쫑쫑요,6.89
지브라가능합니다,22.51
머리를내앞에놔둬,23.78
차디붕이,2.62
풀파워,25.62
수머뿌,28.19
윰취션,26.83
골빠개는망치,24.67
망용이,19.94
그형의몽둥이,24.77
악마의가락지,27.18
석이의핵빠따,28.87
지로이어,21.26
숯나무,21.24
일도이부삼백,20.11
하기모취,24.43
Narcer,26.03
록타르오7r르,27.98
바제,2.53
디스트로이어괴물,20.92
깜장색망치,21.17
망치심슨,20.07
백드롭,22.28
디트가걸으면디뚱디뚱,25.34
쌍쌍바혼자두개먹음,22.95
세계최강디스트로이어짱맨,2.68
몽키디해머,2.03
스매쉬,3.25
뚝딱근편,24.71
잉투건,2.86
딴딴한뭉둥이,25.61
숭숭복이,24.1
무따깔,26.62
꽥꽥국밥,2.52
페이지,24.21
김윤상9,27.75
밥죤투,24.04
chicken1992,20.56
zi존윤수호,25.56
먕치씬나,22.82
카페인에찌든삶,24.18
박시,22.04
z디트,24.42
낔스,15.08
디트인형,23.08
대성공,24.64
붐새,21.51
ll진천떠돌이ll,21.44
국산오리망치,16.25
뙈찌,27.29
곰찬혁,6.27
헤드지박령,24.24
괴추,16.51
망치게이,26.38
작업바지,26.11
전세콩,27.63
수학B형,26.33
정냥혼1,22.18
영혼오함마,22.64
맞때,2.55
작지만큰가방,21.74
모코코맛돼지,25.71
blackboard,1.92
역시해머가최고지,24.01
DESSANTA,20.46
믿음소망사랑,29.65
묵직할것,26.25
박춘배영감의빗나간퍼스,27.36
동문동파괴전차,23.35
제이는망치가무거워,25.64
아뇨준,4.49
노디트도넛,2.13
방어도르,21.52
제발이거만맞고가,21.82
톤쇼,24.22
너와함께라면디붕이좋아,24.56
과금망치,24.33
후쿠부쿠루,20.72
군중제어셔틀,6.22
홍시맷,25.64
분노한토란,22.69
있꼬,1.75
빛의전사유링게숭,11.21
분망볼베,25.97
인간적인너무나인간적인것,25.6
오로라리루레로는앩옹,22.83
울면즐라탄이온다,21.02
돈가스튀길사람구함,24.57
함정에빠진바야바,24.61
묵직한꿀망치,28.14
증거디붕,18.73
하지621,21.24
irizine리진,2.55
황태새우깡,26.03
너의디붕이가되줄게,24.79
찌수영,26.5
마나아리아,1.73
시선이망치에,25.01
파괴맛,19.98
m오함마m,20.69
콜까스,22.93
버터새우,30.33
후까팬다,20.95
따악한대만,24.0
아홉발컷,23.76
리중력,13.13
망치의기초,24.84
디봉쓰,3.95
우리집디붕,21.18
디트할래연,1.93
에스더분망,20.65
햄쿤,26.37
Destroyer단무지,26.5
낭만빼면모코코,20.16
l흑형,23.18
아이디는껌이름,3.76
낭만을꿈꾸는실장님,23.6
죠끼,24.38
강헌승,22.83
로스가스,25.29
살치모카,22.36
큰붕,24.37
나름디트공략자,22.72
광건,28.03
디붕디붕이,25.99
품격있는슈샤이어,8.88
환수르,22.49
계란순두부,26.19
열무김치갓,5.8
무력화공주,28.34
코든,26.37
우람율,2.73
디붕이는긔욤긔욤,23.42
두더지잡기월드랭킹1위,23.39
망치메붕붕,22.57
몽실몽실코코,24.42
걍가지오,27.19
GoldenDoodle,3.05
르페리얼,15.06
미소팡이,23.8
중수볼베,25.66
MADHVADT,25.21
플래랜I,22.49
뚝빼기방망치,23.67
로동,22.94
디붕디붕도비,25.44
뿌휘,25.22
부자망치,26.01
땡그리망치,21.21
임두미,2.2
509,22.95
무법자탱,23.11
님들봤죠이건진짜억까에요,0.0
화가좀많은친구,23.77
뉴트럴라이저,23.38
통수쳤냐,20.79
물탱망치2,3.21
망치앞에선누구나평등,19.18
쿠쿠첼레,19.38
귀엽고깜찍한디붕이,2.87
해피까밍,1.78
제비쿵,17.84
느리지만강한한방,21.94
디뚱디트,25.3
종칵,24.68
매력의시,22.94
베리감동,24.12
분노한공익,22.13
디붕이배럭2호점,19.67
레레숑숑,20.8
swipez,24.22
현스트로이어,19.83
요브랫,22.8
망치대왕갱준,23.55
디스트로이어나잇,9.78
대호두,26.47
연상바드누나꼬실래요,21.37
모아강휘두르기,22.6
레나스발큐리아,23.4
손디붕,15.35
렁빈디트,11.41
루키로,21.57
그찌,1.5
츠이붕,23.68
둑빽이,21.46
근춘C,20.86
디다람다,2.72
디붕Or,3.63
빠빵남,25.4
GGAZER,5.15
건건이잉,3.26
책붓,25.24
1티어딜러호소인,8.54
굶엉,19.54
대혐오의시대에서살아남기,24.21
덱쳐,17.96
누디브런탱,20.6
콘콘,22.85
강정마을홍보대사,4.06
졍개,21.18
뚱땅뚱땅디붕이,21.7
딟엷,24.38
냉연공돌이,23.37
분노의마신,21.74
뎅망치,24.54
해머캐릭,23.32
통통뿅망취,22.98
GoodEve,24.27
이세계초마45,22.31
Menkib,16.52
무정력,11.8
깝치면뿅망치,14.22
큐쪼,22.12
근로빠따맨,26.05
빵디퓨저,7.61
맥주탁,2.92
몸기남,24.55
주폭,6.32
YXYXYXY,23.43
GTA토미버세티,7.48
태양보다빛나는빡빡이,24.82
대가리가르기,26.1
빅뚝딱맨,23.35
우람한사람,22.39
망치로대가리깸,25.2
김모붕,22.72
김김계,24.25
디붕아물어,20.14
말썽쟁이창구,25.67
오리가본체,2.41
Hammer다빈,24.21
망치는운명,2.28
메타몽딱구리,22.11
중력사나이,24.79
디붕듐,25.02
일회용디스트로이어,21.96
니미간에퍼스한방꽂는느낌,26.39
민종송,25.14
수뚜띠,28.16
가만히좀있어봐유,27.44
거근준준,24.47
다정한봉구씨,23.72
아스콘,3.19
쿠로디트,24.56
도토리까는뿅망치,23.26
원조돈까스,25.92
도비는디붕디붕,26.46
Cloudian,19.94
우월한다리길이,22.07
은맛사탕,24.35
조빛빛a,18.6
망치생각없,2.99
분뇨의망치디스트로이어,24.28
고광적,25.4
호랭아비,25.18
염병장인,1.95
hizi,2.65
디스트로이어싫어요,17.44
돈까스샌드윗치,27.71
마초베어,25.97
Jail가는디붕잉,22.28
불만접수,24.32
망치는꽝꽝,25.27
화려한전신,23.86
오동나무망치,26.47
오함마브로,18.52
피리뿅망치,23.81
와스콘,2.81
첫경엄,24.57
인간에게도움을요청한동물,24.93
마이라우,2.17
쭌쾅쾅,24.65
뭐시중한디붕,22.87
사이다는달다,24.42
국당자,24.5
든킹든나스,22.7
한남,24.57
낌수우,22.44
RoseliaSay0,21.11
망치로떄리는중,20.73
투명디붕맨,24.51
등금비,24.99
응애내작은망치,20.42
77세임디붕의마지막퍼스,24.05
청룡디트신,24.72
나완전문제없어,12.57
나완전말짱해,13.07
나완전하자없어,13.38
제발한방만맞아주세요,25.18
괄약근i,14.46
1흥부재엽,25.79
Gothenburg,19.46
명장망치,26.45
돈까스는망치로패야제맛,20.64
Dropped,24.15
망치온달,24.58
망치덩키,7.12
탱이들어간다,24.2
검붉은색돌맹이,24.15
디트나브85,18.23
배순콩,24.6
수학책을익히면수학익힘책,23.73
디트구덱,24.74
Astrallll,20.4
DTDT,23.09
l친절한창시자l,18.11
신승우,22.41
준테리,22.39
에흐닐,19.28
잘생긴디트,20.27
헤드딜러의삶,20.76
꿈빛디붕디붕시엘,25.2
우주빵망이,27.52
돈까스망치대마왕,24.14
삑빽삑빽,17.38
부릅,24.12
갬디트,20.2
슈퍼노붕,21.8
공구리전문디트,5.84
상하차전문디트,6.07
앙디망치,20.1
콰왕,22.97
뿅망치안에돌듬,22.03
천번찔린우럭,25.28
만제왕,23.04
붕양갱,19.32
로아그리고운동,22.13
뚜샤뚜샤,23.47
깐따삐야호잇,22.78
귤차임,16.99
뽀삐의오함마,24.46
파멸의망치남자,26.32
디붕이닉,15.75
공구박스,23.18
치즈돈까송,25.99
나는너의비타민C,4.74
두영탁,18.3
D스트로E어,23.42
망치왕마운틴킹,20.06
뿐망두,28.62
하성팡,24.13
춘사미,22.1
애무회장,25.05
쩡가디트,22.76
orca6,27.11
금손망치,19.07
메로나는사실참외맛,26.45
뱁새대장,23.66
전사승철이,20.5
파천신군윤판,25.3
용용보리,4.51
뚜디패기,24.2
옼돌,24.98
상이붕이,22.71
할배디붕,23.78
김종국팔뚝남,21.42
다르웰,22.13
치킨무배달좀요,23.03
쿵해줘,22.45
잉기잉가손,24.3
천안시뿅망치,24.19
윤후명,21.38
운청록,25.38
초르가므,9.28
호현치,24.2
단단고추윤찬호,24.56
근호금오금호,23.81
육방곤,20.69
압도적인사나이박준영,5.34
진달콩이,23.81
도리골오함마,23.75
오함마이용덕,23.91
피요르기린,24.66
미네소티어,20.12
우람하개,22.61
킹블,25.15
ZEROIDMD,25.0
국산웨이,4.61
일격필살디스트로이어,23.75
멀록통조림,26.63
디붕구이,25.25
피시방몬스터울트라횡령범,21.13
야근확률90퍼센트,4.67
겨울점퍼,19.82
하코망치,21.08
망츼,20.6
레전드게이노준세상을놀라,3.3
신둔기,22.63
제주도대게,23.25
DoubleJU망치,19.39
김남수,17.63
백발의휴스트로이어,25.91
악딘,21.62
한방xD,19.68
심던프,24.74
피엔귄,3.16
관측디붕이,10.41
망치철학자,19.18
딱보돌,26.3
망치스러움,25.07
모코쿵당장,11.54
Onegilro,24.87
홍듀어,24.23
허리가아프다,23.85
뭘봐다들어와,25.9
뚝두둑,22.8
CroweY,23.0
망치너무무겁따,17.58
망치든키약,3.75
석사졸업생,24.5
한탕,17.34
정지수배,23.1
디쟈스,23.28
크림빵디붕,19.2
킹마블마블마블,20.17
지헌누나예쁘다,23.14
디붕이가부릅니다가지마,14.46
가붕가붕디붕디붕,24.81
홈런왕호이,25.37
좌디붕우디붕,22.45
핸섬디트,21.39
로오오오링,19.44
Art,13.82
내모든걸이한방에건다,17.9
망치로머리분쇄,26.11
메난민받아라빛강선,18.89
디트준맹,25.06
망치의수호자박봉팔,16.77
망치를던질까말까,19.3
RiBorni,19.17
회수핑,2.38
돈까스딱대,24.69
도마도뿅,24.43
매콤큐,24.56
자기야거기누워,22.74
흰색둘기,21.26
뚜시뚜시뚜쉬,6.04
디붕인가붕,21.45
심창환,16.17
락커룸의촉촉함,17.44
토요일가슴,24.78
꼬둘기,19.97
붉은대머리남자,21.15
통수칠게,19.42
코리안홀란드,7.96
지옥의왕하데스,15.77
퍼렁용,21.64
남캐는왜,22.07
뷰럴,3.15
국방보안계정,22.63
말랑송정떡갈비,27.27
루코우,24.83
디스트로백가,22.39
hsvivid,24.12
멋지다마사루,1.69
뿅망치노루,25.94
나디트,21.65
짱구를말린훈이,18.62
온심정,4.66
수호뿅망치,17.22
어망구,25.63
디트서우,24.48
바르도르,15.07
빡세기,15.69
경상북도오함마,23.0
커다란돈까스망치,12.14
VanillaNood,4.92
노예해방자,15.18
에스더쏘쭌,24.71
알라신이시여한대만,12.82
꿈과희망의새나라직장인,21.68
금손디붕,23.13
대도시산본,19.57
봉달스,20.27
JoCola,24.0
아재요일어나,23.65
무력한방,23.72
디찬이,19.92
도돈망치,22.32
망치꿍꽝이,16.99
카라미티,22.81
명함수집가서해차니,13.92
아뜨시,2.24
디트고대,18.51
손썬더,24.09
FenB,26.55
배빵디트,13.55
지구용사옐로우빤스맨,20.8
딧뜨,19.09
아이디만드는거힘들어,20.01
돌북이2,4.99
이카리크,24.32
EPTU,21.53
파괴왕김정칠,5.97
상한고기만두,24.67
gomdolli,22.6
파괴망치뿡뿡이,22.22
BNOD,23.9
킹0I,21.97
커어어다란망치,26.49
데카쏘니,25.14
안드로메다행성,14.21
재향군인회,24.95
떽뜨밤,24.91
순수사이어인,20.58
닭까스,21.93
밥만두,20.95
유통기한지난망치,21.98
수산탄머해,25.21
광난,1.97
메일디붕이,20.19
뿅매응치,17.92
디3트,17.47
예림이거긴안돼,22.96
킹땅땅,2.19
오싹,23.24
로랑이,8.32
옻라프,22.27
오라디트합일을허락한다,23.86
내실동동,20.56
반복,20.04
무지성망치질후퇴는없다,20.38
리파인,23.6
열성팬,20.63
서마터폰,19.24
가로쉬,25.56
괴벽,23.5
방구석디붕이,21.92
망치그만해,23.69
지약캐디트,24.34
쓰틸,20.01
추혼검,15.68
꺼북디트,17.91
쇠질엔오함마,23.37
나태사중주,18.89
뒤뚱뒤뚜,22.47
핑크쌤,23.79
뚜치와코코,24.18
울피쿤,23.11
대중목욕탕배쓰밤빌런,20.25
숙련제압디트,23.2
앙꼬맨VII,19.31
