weapon,fire_count,hit,damage_0_rate,distance_mean,distance_min,distance_max,HeadShot,NeckShot,TorsoShot,PelvisShot,ArmShot,LegShot,NonSpecific,player_name
Frag Grenade,5,0.6,0.0,42.266666666666666,35.19,47.54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GL-Aurora
Kar98k,5,0.4,0.0,210.7,136.12,285.28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,GL-Aurora
ACE32,30,0.067,0.6666666666666666,10.445,2.54,43.13,3.0,0.0,0.0,0.0,2.0,1.0,0.0,sadwq6162
Frag Grenade,1,0.0,1.0,5.26,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,sadwq6162
M416,96,0.073,0.7666666666666667,9.441333333333334,0.68,28.57,9.0,0.0,12.0,6.0,2.0,1.0,0.0,Yiniz_
Beryl M762,30,0.133,0.5,78.69,77.99,80.67,1.0,0.0,4.0,2.0,1.0,0.0,0.0,Q-Q_bao
Frag Grenade,3,0.333,0.0,28.14,28.14,28.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Q-Q_bao
Frag Grenade,4,0.5,0.5,20.09,15.07,30.62,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BJ__yg12
Beryl M762,8,0.125,0.0,51.16,51.16,51.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,LJQ0817
SKS,105,0.067,0.0,268.39428571428573,117.81,412.63,2.0,0.0,4.0,0.0,0.0,1.0,0.0,LJQ0817
ACE32,18,0.111,0.0,92.13,92.13,92.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,ptsKi0nxvYB8m
ACE32,14,0.214,0.0,40.876666666666665,40.87,40.89,0.0,0.0,3.0,0.0,0.0,0.0,0.0,anbushiyaoshen
AUG,52,0.038,0.0,40.195,40.19,40.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,anbushiyaoshen
Frag Grenade,3,0.333,0.0,53.02,53.02,53.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,anbushiyaoshen
Mk12,66,0.091,0.0,123.94166666666666,105.66,138.53,1.0,0.0,4.0,0.0,0.0,1.0,0.0,anbushiyaoshen
AUG,70,0.071,0.5454545454545454,37.64636363636364,12.46,164.74,2.0,0.0,7.0,1.0,1.0,0.0,0.0,MAQIANGMAQIANGX
Frag Grenade,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAQIANGMAQIANGX
ACE32,54,0.148,0.5294117647058824,14.821764705882352,8.41,26.81,1.0,0.0,10.0,2.0,3.0,1.0,0.0,ZLB_BarBar
ACE32,130,0.062,0.2,16.47,4.49,21.19,2.0,0.0,4.0,1.0,0.0,3.0,0.0,YokoMaya
MP5K,88,0.08,0.7741935483870968,9.31516129032258,1.51,16.46,0.0,0.0,17.0,4.0,6.0,4.0,0.0,YokoMaya
Mk12,13,0.308,0.0,110.2525,98.61,115.74,1.0,0.0,3.0,0.0,0.0,0.0,0.0,YokoMaya
ACE32,21,0.095,0.0,3.08,2.99,3.17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Aa-Follwe
M416,7,0.143,0.0,8.72,8.72,8.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Only_Happines
Beryl M762,20,0.05,0.0,32.06,32.06,32.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,guagousiyijia_01
Beryl M762,142,0.042,0.4545454545454545,22.56636363636364,18.68,42.47,1.0,0.0,8.0,1.0,1.0,0.0,0.0,MAMAMOONF
Frag Grenade,6,1.333,0.3333333333333333,39.59583333333333,32.63,46.68,0.0,0.0,0.0,0.0,0.0,0.0,12.0,MAMAMOONF
SKS,105,0.038,0.0,133.26999999999998,116.22,173.13,0.0,0.0,4.0,0.0,0.0,0.0,0.0,MAMAMOONF
ACE32,45,0.022,0.0,53.82,53.82,53.82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lTOKIl
AKM,23,0.043,0.8333333333333334,4.711666666666667,1.49,7.88,4.0,0.0,2.0,0.0,0.0,0.0,0.0,lTOKIl
Frag Grenade,2,0.5,0.0,31.63,31.63,31.63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,lTOKIl
M24,6,0.167,0.0,233.02,233.02,233.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lTOKIl
ACE32,51,0.0,1.0,10.316666666666666,10.08,10.78,2.0,0.0,0.0,0.0,0.0,1.0,0.0,AIm-miu
Frag Grenade,2,0.5,0.5,38.22,36.67,39.77,0.0,0.0,0.0,0.0,0.0,0.0,2.0,AIm-miu
SKS,27,0.296,0.0,168.5625,120.46,265.03,2.0,0.0,3.0,2.0,1.0,0.0,0.0,AIm-miu
ACE32,31,0.097,0.7692307692307693,22.91307692307692,22.63,23.38,0.0,0.0,5.0,7.0,0.0,1.0,0.0,WNMWNMNM
Kar98k,5,0.4,0.5,95.335,71.18,164.73,2.0,0.0,1.0,0.0,0.0,1.0,0.0,WNMWNMNM
SKS,72,0.083,0.0,134.275,123.59,144.15,0.0,0.0,5.0,1.0,0.0,0.0,0.0,39v0zpdy5
Vector,15,0.333,0.2857142857142857,10.517142857142858,10.19,10.84,0.0,0.0,5.0,1.0,0.0,1.0,0.0,39v0zpdy5
AUG,33,0.242,0.0,16.38125,9.89,31.14,0.0,0.0,2.0,1.0,1.0,4.0,0.0,Kaysi0999
AUG,76,0.092,0.0,67.95285714285714,8.72,154.32,1.0,0.0,4.0,0.0,1.0,1.0,0.0,Kill4rpyq
AUG,31,0.129,0.2,29.356,4.8,36.48,1.0,0.0,3.0,0.0,1.0,0.0,0.0,b1ngb1ng_-
M16A4,21,0.238,0.375,6.095,2.58,12.35,1.0,0.0,5.0,1.0,1.0,0.0,0.0,b1ngb1ng_-
Mk47 Mutant,24,0.208,0.0,4.851999999999999,2.03,6.81,0.0,0.0,2.0,1.0,2.0,0.0,0.0,charlotte-xigua
M416,15,0.267,0.4285714285714285,49.97857142857144,49.95,50.08,0.0,0.0,7.0,0.0,0.0,0.0,0.0,xwaifudiQAQ
MP5K,7,0.286,0.0,2.31,2.18,2.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,xwaifudiQAQ
M416,11,0.091,0.0,24.47,24.47,24.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Alphacan-
AUG,22,0.045,0.0,21.77,21.77,21.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Apsits
Frag Grenade,1,1.0,0.0,16.08,16.08,16.08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Apsits
AKM,25,0.24,0.25,25.555,22.77,26.93,3.0,0.0,3.0,2.0,0.0,0.0,0.0,Im_GeonYoung
ACE32,66,0.015,0.0,118.2,118.2,118.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CSC-0731_Lin
Frag Grenade,3,0.667,0.0,57.225,56.41,58.04,0.0,0.0,0.0,0.0,0.0,0.0,2.0,CSC-0731_Lin
M24,13,0.385,0.1666666666666666,105.92166666666668,75.53,128.98,3.0,0.0,3.0,0.0,0.0,0.0,0.0,Zhuokk_
M416,128,0.055,0.0,61.94857142857143,5.19,97.15,0.0,0.0,4.0,0.0,3.0,0.0,0.0,Zhuokk_
Beryl M762,10,0.5,0.0,1.034,0.97,1.14,0.0,0.0,3.0,0.0,2.0,0.0,0.0,GOBiQzyj9
Frag Grenade,8,0.625,0.1666666666666666,30.795,0.0,73.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,GOBiQzyj9
M16A4,57,0.07,0.6363636363636364,17.834545454545456,17.46,18.2,1.0,0.0,8.0,1.0,1.0,0.0,0.0,GOBiQzyj9
M416,106,0.094,0.6875,11.9575,1.4,32.58,5.0,0.0,17.0,2.0,5.0,3.0,0.0,GOBiQzyj9
Mk12,81,0.222,0.28,141.2696,74.92,244.28,6.0,0.0,12.0,2.0,3.0,2.0,0.0,GOBiQzyj9
ACE32,22,0.182,0.0,39.675,39.02,40.37,0.0,0.0,4.0,0.0,0.0,0.0,0.0,ZJ--YZ
M16A4,41,0.122,0.7368421052631579,2.6794736842105262,2.3,3.19,1.0,0.0,14.0,0.0,3.0,1.0,0.0,ZJ--YZ
AKM,46,0.043,0.6,3.626,2.69,6.14,1.0,0.0,3.0,1.0,0.0,0.0,0.0,dryadm7b
Kar98k,4,0.5,0.0,64.225,50.33,78.12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,dryadm7b
M416,21,0.048,0.0,54.73,54.73,54.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,dryadm7b
AWM,1,1.0,0.0,183.17,183.17,183.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,NAVI-_-S1mple__
M24,11,0.273,0.25,204.8275,141.36,255.19,0.0,0.0,3.0,0.0,1.0,0.0,0.0,NAVI-_-S1mple__
Micro UZI,27,0.259,0.2222222222222222,19.417777777777776,18.82,20.22,3.0,0.0,1.0,2.0,1.0,2.0,0.0,erongdaerong
Micro UZI,30,0.1,0.8,14.681333333333331,14.1,15.96,3.0,0.0,4.0,5.0,3.0,0.0,0.0,ThebanditCc
UMP45,16,0.312,0.2857142857142857,6.03,0.69,8.29,1.0,0.0,4.0,1.0,0.0,1.0,0.0,shousikun
ACE32,24,0.125,0.0,33.413333333333334,31.17,34.78,1.0,0.0,1.0,0.0,1.0,0.0,0.0,HxPuppy
Thompson,83,0.084,0.5625,10.3625,2.76,24.45,3.0,0.0,12.0,0.0,1.0,0.0,0.0,DouYu_906112
AUG,120,0.083,0.1666666666666666,43.29083333333333,35.45,58.09,2.0,0.0,6.0,3.0,1.0,0.0,0.0,ChunChengzzz
Frag Grenade,3,0.333,0.0,40.71,40.71,40.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ChunChengzzz
Kar98k,4,0.25,0.0,156.03,156.03,156.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ChunChengzzz
Beryl M762,128,0.062,0.0,53.08125,32.87,101.96,1.0,0.0,4.0,1.0,1.0,1.0,0.0,u_peak
Frag Grenade,2,1.0,0.3333333333333333,52.2,49.19,53.79,0.0,0.0,0.0,0.0,0.0,0.0,3.0,u_peak
Kar98k,26,0.192,0.1666666666666666,143.76333333333332,72.3,248.85,1.0,0.0,5.0,0.0,0.0,0.0,0.0,u_peak
UMP45,7,0.286,0.0,19.07,18.85,19.29,0.0,0.0,1.0,0.0,1.0,0.0,0.0,u_peak
Mk12,22,0.227,0.1666666666666666,12.761666666666663,6.04,40.87,1.0,0.0,4.0,0.0,1.0,0.0,0.0,CutieBoy_Gyuil
AUG,32,0.125,0.0,44.2825,44.09,44.57,1.0,0.0,2.0,1.0,0.0,0.0,0.0,mirhyez6v
Frag Grenade,3,0.667,0.3333333333333333,53.38666666666666,37.99,64.17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,mirhyez6v
M24,58,0.293,0.1052631578947368,270.1157894736842,164.4,368.9,3.0,0.0,12.0,2.0,2.0,0.0,0.0,mirhyez6v
Mk12,45,0.156,0.0,163.68571428571428,137.7,201.98,0.0,0.0,4.0,0.0,2.0,1.0,0.0,handsome-manXU
Thompson,51,0.059,0.4,20.952,19.99,21.95,0.0,0.0,4.0,0.0,0.0,1.0,0.0,SFpKupS8
M416,37,0.216,0.3333333333333333,14.570833333333333,5.81,21.58,0.0,0.0,10.0,0.0,2.0,0.0,0.0,ajfqkqkqhdi
AUG,111,0.027,0.0,99.53666666666668,99.07,100.2,0.0,0.0,1.0,1.0,1.0,0.0,0.0,100PERCENT_BLUE
Mk12,59,0.102,0.0,150.10666666666663,135.49,184.06,1.0,0.0,2.0,1.0,1.0,1.0,0.0,100PERCENT_BLUE
AUG,137,0.044,0.5714285714285714,2.143571428571428,0.82,5.92,1.0,0.0,11.0,2.0,0.0,0.0,0.0,qm8mP1Z
Mk12,100,0.07,0.0,188.18714285714285,131.18,297.64,3.0,0.0,3.0,1.0,0.0,0.0,0.0,qm8mP1Z
AUG,19,0.263,0.6428571428571429,5.027857142857143,4.36,5.55,0.0,0.0,13.0,0.0,1.0,0.0,0.0,313300193Jason
Mini14,6,0.167,0.0,61.08,61.08,61.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19cm5
AUG,25,0.08,0.0,7.484999999999999,7.38,7.59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,DonGh_-
Beryl M762,57,0.158,0.4375,37.05875,1.4,81.67,2.0,0.0,11.0,1.0,1.0,1.0,0.0,DonGh_-
Frag Grenade,2,0.5,0.0,23.5,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DonGh_-
Mk12,40,0.2,0.3846153846153846,74.18153846153847,66.4,91.24,3.0,0.0,6.0,0.0,4.0,0.0,0.0,DonGh_-
Frag Grenade,4,0.25,0.0,27.89,27.89,27.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G_wave_
Mk12,11,0.091,0.0,120.43,120.43,120.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,G_wave_
AKM,32,0.25,0.2727272727272727,48.73545454545455,7.19,90.68,1.0,0.0,7.0,3.0,0.0,0.0,0.0,Ceccerys_
Beryl M762,11,0.091,0.0,13.19,13.19,13.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceccerys_
M24,13,0.154,0.0,115.22,108.63,121.81,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Ceccerys_
Beryl M762,51,0.078,0.3333333333333333,48.625,36.41,54.73,0.0,0.0,5.0,0.0,1.0,0.0,0.0,Crazy_PaiDaXing
ACE32,30,0.033,0.0,21.4,21.4,21.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,HeyChenke
AKM,18,0.222,0.3333333333333333,10.973333333333334,8.1,12.37,2.0,0.0,3.0,0.0,0.0,1.0,0.0,HeyChenke
AKM,55,0.127,0.4615384615384615,3.373076923076923,0.97,8.65,0.0,0.0,8.0,1.0,1.0,3.0,0.0,Killcvn50
UMP45,43,0.163,0.7083333333333334,26.67375,24.17,29.65,2.0,0.0,18.0,0.0,0.0,4.0,0.0,Winer1993
Frag Grenade,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0370_ShiHuai
MP5K,140,0.143,0.3939393939393939,36.14030303030303,8.19,92.08,2.0,0.0,22.0,1.0,3.0,5.0,0.0,0370_ShiHuai
ACE32,22,0.045,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ak_81811306
Mk12,12,0.167,0.6,81.88,60.74,114.7,1.0,0.0,3.0,0.0,0.0,1.0,0.0,ak_81811306
Frag Grenade,2,1.0,0.0,31.0,26.31,35.69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Talent9797
M24,6,0.0,1.0,51.47666666666667,10.43,128.34,0.0,0.0,1.0,2.0,0.0,0.0,0.0,Talent9797
P90,162,0.13,0.25,19.547500000000003,8.81,51.67,1.0,0.0,12.0,5.0,1.0,9.0,0.0,Talent9797
AUG,99,0.303,0.2857142857142857,24.34857142857143,10.26,41.79,2.0,0.0,24.0,8.0,5.0,3.0,0.0,kkpmwxh
Frag Grenade,2,0.5,0.0,6284.97,6284.97,6284.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,kkpmwxh
Mk12,31,0.0,1.0,20.80454545454545,19.32,21.77,4.0,0.0,6.0,0.0,1.0,0.0,0.0,kkpmwxh
Beryl M762,31,0.065,0.0,131.315,63.0,199.63,0.0,0.0,1.0,0.0,0.0,1.0,0.0,MrLChampion
AUG,73,0.082,0.5714285714285714,30.344285714285714,1.4,99.97,7.0,0.0,3.0,0.0,4.0,0.0,0.0,6O12-
Frag Grenade,1,1.0,0.5,25.71,20.47,30.95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6O12-
MP5K,31,0.194,0.0,84.17,84.17,84.17,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6O12-
Mk12,92,0.196,0.1428571428571428,111.28761904761905,25.3,255.67,13.0,0.0,7.0,0.0,1.0,0.0,0.0,6O12-
UMP45,92,0.141,0.1333333333333333,25.51533333333333,8.32,36.51,0.0,0.0,8.0,2.0,1.0,4.0,0.0,6O12-
MP5K,97,0.155,0.2857142857142857,55.89714285714285,4.99,127.02,2.0,0.0,10.0,4.0,3.0,2.0,0.0,Rico-CHN
Mini14,32,0.25,0.0,125.605,81.53,234.68,2.0,0.0,5.0,0.0,1.0,0.0,0.0,Rico-CHN
AUG,35,0.086,0.7,7.609999999999999,5.88,19.55,0.0,0.0,9.0,1.0,0.0,0.0,0.0,leogoddoss-
UMP45,54,0.222,0.52,18.0316,1.98,71.91,5.0,0.0,12.0,5.0,2.0,1.0,0.0,leogoddoss-
Mini14,33,0.03,0.0,90.25,90.25,90.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,YorkLiu_666
ACE32,41,0.073,0.0,4.226666666666667,4.09,4.45,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Wasaiiii
AKM,16,0.0,1.0,5.382857142857143,4.96,5.98,2.0,0.0,5.0,0.0,0.0,0.0,0.0,Wasaiiii
Beryl M762,31,0.065,0.0,6.449999999999999,6.43,6.47,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Wasaiiii
Frag Grenade,2,0.5,0.5,26.155,24.33,27.98,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Wasaiiii
M24,8,0.125,0.0,163.57,163.57,163.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Wasaiiii
AUG,93,0.032,0.5714285714285714,21.46,12.65,70.9,1.0,0.0,4.0,0.0,1.0,1.0,0.0,riftzsg
Beryl M762,29,0.172,0.0,39.126,38.86,39.54,0.0,0.0,4.0,0.0,0.0,1.0,0.0,riftzsg
Frag Grenade,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,riftzsg
M416,30,0.233,0.6111111111111112,2.7127777777777777,1.93,3.83,0.0,0.0,12.0,3.0,2.0,1.0,0.0,WGM_2002
Groza,9,0.333,0.5,75.32166666666667,74.46,76.15,1.0,0.0,5.0,0.0,0.0,0.0,0.0,syrxing
M24,22,0.136,0.4,190.888,80.46,254.62,1.0,0.0,1.0,1.0,2.0,0.0,0.0,syrxing
Beryl M762,34,0.059,0.75,3.78125,2.05,6.39,1.0,0.0,5.0,2.0,0.0,0.0,0.0,kankar-
AKM,13,0.154,0.0,3.455,3.32,3.59,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1TianBaoGuai-
MP5K,45,0.133,0.0,44.548333333333325,10.78,78.91,0.0,0.0,3.0,2.0,0.0,1.0,0.0,TheRse369
AUG,18,0.278,0.375,2.255,1.28,6.33,1.0,0.0,5.0,0.0,2.0,0.0,0.0,vubb_
Frag Grenade,2,0.5,0.0,31.74,31.74,31.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Amireux_97
Beryl M762,75,0.013,0.0,61.28,61.28,61.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Be-close-at-hand
Beryl M762,79,0.089,0.7083333333333334,35.33541666666667,19.2,57.29,5.0,0.0,12.0,2.0,3.0,2.0,0.0,BOSSlong009
AUG,54,0.074,0.8,5.521,1.79,8.49,1.0,0.0,12.0,4.0,3.0,0.0,0.0,DG_WEIYI
Vector,52,0.019,0.875,6.6675,4.67,13.56,0.0,0.0,4.0,2.0,1.0,1.0,0.0,DG_WEIYI
ACE32,21,0.048,0.0,26.04,26.04,26.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Xxoo_Dj
M416,7,0.143,0.0,2.13,2.13,2.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CHEN-2-2-2
Mk12,9,0.111,0.0,175.79,175.79,175.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CHEN-2-2-2
Beryl M762,26,0.038,0.0,13.34,13.34,13.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unk62
AUG,63,0.095,0.6,6.246666666666666,1.75,28.35,1.0,0.0,11.0,1.0,2.0,0.0,0.0,shockworker_M249
Mk12,31,0.065,0.0,203.085,201.65,204.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,shockworker_M249
AKM,45,0.089,0.3333333333333333,23.37,22.87,24.27,2.0,0.0,3.0,1.0,0.0,0.0,0.0,APTAPT_ii06
Vector,19,0.105,0.0,30.380000000000003,29.71,31.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,aikezhandui
MP5K,49,0.082,0.0,9.7625,6.27,13.24,0.0,0.0,3.0,0.0,0.0,1.0,0.0,Crowlost
Frag Grenade,5,0.6,0.0,46.580000000000005,41.01,55.34,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1QiangTou_-_
M416,233,0.086,0.4594594594594595,24.392972972972974,3.78,82.5,7.0,0.0,28.0,0.0,1.0,1.0,0.0,1QiangTou_-_
Mini14,78,0.051,0.0,86.075,75.38,117.26,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1QiangTou_-_
ACE32,16,0.062,0.0,48.95,48.95,48.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Bili_64097
M416,7,0.143,0.0,70.19,70.19,70.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,beilang00001
SKS,19,0.105,0.0,145.64499999999998,144.51,146.78,0.0,0.0,2.0,0.0,0.0,0.0,0.0,beilang00001
Groza,68,0.074,0.0,25.48,13.31,43.58,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1QiangZzzz
M416,21,0.19,0.0,37.09,28.84,42.2,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1QiangZzzz
UMP45,40,0.225,0.1,16.431,9.03,24.49,1.0,0.0,5.0,3.0,1.0,0.0,0.0,1QiangZzzz
VSS,15,0.333,0.0,147.126,134.07,199.15,1.0,0.0,4.0,0.0,0.0,0.0,0.0,Oba180_-
Beryl M762,46,0.152,0.125,5.105,1.69,9.88,0.0,0.0,6.0,1.0,1.0,0.0,0.0,AixCrisp_
Frag Grenade,2,0.5,0.0,44.83,44.83,44.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SFGTB_XM
Thompson,80,0.088,0.5625,22.186875,10.92,37.8,5.0,0.0,6.0,0.0,4.0,1.0,0.0,SFGTB_XM
ACE32,42,0.095,0.0,5.6850000000000005,5.25,5.86,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Tom1_-
Micro UZI,38,0.158,0.7,9.061,1.66,20.54,4.0,0.0,9.0,0.0,7.0,0.0,0.0,Tom1_-
P90,73,0.123,0.0,37.013333333333335,31.47,41.11,3.0,0.0,1.0,2.0,1.0,2.0,0.0,Tom1_-
M24,17,0.176,0.4,173.304,142.0,186.58,0.0,0.0,3.0,0.0,0.0,2.0,0.0,Pig__Ting
SKS,8,0.125,0.0,112.88,112.88,112.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Pig__Ting
AUG,37,0.189,0.2222222222222222,17.62,4.23,43.17,2.0,0.0,7.0,0.0,0.0,0.0,0.0,AixPio
AKM,29,0.103,0.0,29.71,29.71,29.71,0.0,0.0,3.0,0.0,0.0,0.0,0.0,ohMyFnnOoOoO
Kar98k,9,0.333,0.25,49.3675,39.35,60.76,3.0,0.0,1.0,0.0,0.0,0.0,0.0,ohMyFnnOoOoO
AUG,9,0.333,0.25,54.4675,53.9,55.06,2.0,0.0,2.0,0.0,0.0,0.0,0.0,IIIlIllIlIIIl
Frag Grenade,1,1.0,0.0,68.78,68.78,68.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,IIIlIllIlIIIl
M416,70,0.1,0.0,22.372857142857143,6.32,62.17,2.0,0.0,5.0,0.0,0.0,0.0,0.0,IIIlIllIlIIIl
Mk12,14,0.143,0.3333333333333333,93.08,90.65,95.25,0.0,0.0,3.0,0.0,0.0,0.0,0.0,IIIlIllIlIIIl
Groza,16,0.188,0.0,17.963333333333335,17.92,18.03,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1004av
AUG,93,0.043,0.6923076923076923,34.37923076923077,8.96,69.08,2.0,0.0,5.0,2.0,1.0,3.0,0.0,SXX7_-
Mk12,31,0.161,0.375,106.7225,71.58,191.79,4.0,0.0,4.0,0.0,0.0,0.0,0.0,SXX7_-
AKM,80,0.075,0.3333333333333333,15.02111111111111,2.56,49.02,3.0,0.0,5.0,0.0,1.0,0.0,0.0,99iu
Frag Grenade,2,1.0,0.0,21.74,14.46,29.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99iu
M16A4,5,0.4,0.0,13.92,13.92,13.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99iu
ACE32,28,0.143,0.0,47.385,47.03,47.69,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1QiangNai_-
AKM,91,0.033,0.4,35.848,32.6,40.46,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1QiangNai_-
ACE32,26,0.192,0.1666666666666666,16.166666666666668,5.91,18.73,2.0,0.0,3.0,1.0,0.0,0.0,0.0,ST-Jin-
Beryl M762,44,0.091,0.0,18.2225,7.82,28.36,0.0,0.0,1.0,1.0,1.0,1.0,0.0,ST-Jin-
Frag Grenade,3,0.333,0.0,24.83,24.83,24.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Eatc_-
MP5K,148,0.061,0.4,55.772000000000006,19.51,128.9,0.0,0.0,13.0,0.0,1.0,1.0,0.0,Eatc_-
Vector,30,0.133,0.2,8.478,6.73,9.28,2.0,0.0,3.0,0.0,0.0,0.0,0.0,onlyc33
Beryl M762,12,0.083,0.0,13.92,13.92,13.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Shaddock212
Frag Grenade,1,0.0,1.0,27.77,27.77,27.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shaddock212
Kar98k,1,1.0,0.0,34.06,34.06,34.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SooKi1sGod
M416,15,0.133,0.0,26.975,26.97,26.98,0.0,0.0,1.0,0.0,0.0,1.0,0.0,SooKi1sGod
M416,22,0.182,0.0,26.3525,25.06,27.59,0.0,0.0,4.0,0.0,0.0,0.0,0.0,YHQ123456789
UMP45,6,0.5,0.0,6.986666666666667,6.82,7.19,0.0,0.0,1.0,2.0,0.0,0.0,0.0,TIMAS_KGZ
AUG,101,0.119,0.0,40.91083333333333,5.27,93.24,0.0,0.0,9.0,0.0,2.0,1.0,0.0,susu_ooooooooooo
Frag Grenade,1,1.0,0.0,24.38,24.38,24.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,susu_ooooooooooo
Frag Grenade,1,1.0,0.0,5.83,5.83,5.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Double_K_Seol
AUG,11,0.273,0.0,38.66666666666666,38.66,38.67,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Xx_canyou
M24,46,0.109,0.0,204.032,75.7,253.07,0.0,0.0,4.0,0.0,1.0,0.0,0.0,LWSBCD
M416,9,0.111,0.0,12.16,12.16,12.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,LWSBCD
Mini14,20,0.25,0.0,67.658,33.9,118.98,1.0,0.0,2.0,1.0,1.0,0.0,0.0,8673-
SKS,7,0.143,0.0,94.1,94.1,94.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ABCDZJW
M16A4,13,0.231,0.0,31.41,28.76,32.96,0.0,0.0,1.0,1.0,0.0,1.0,0.0,shy-020
M416,27,0.111,0.0,36.01333333333333,35.71,36.23,1.0,0.0,2.0,0.0,0.0,0.0,0.0,shy-020
Thompson,10,0.2,0.0,19.630000000000003,18.78,20.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,yiqilaichiji777
Beryl M762,54,0.13,0.0,12.822857142857144,8.71,15.31,0.0,0.0,4.0,2.0,0.0,1.0,0.0,HOHJOY
